% This is an US standard atmosphere 1976 table with altitude, density, pressure and temperature.	1.7	8
% The altitude goes from -5 to 100 km with steps of 100 m and then with steps of 1000m.	1.7	8
54300	0.00061693	46.521	262.7	1.7	8
54400	0.00060973	45.93	262.42	1.7	8
54500	0.0006026	45.346	262.15	1.7	8
54600	0.00059555	44.768	261.87	1.7	8
54700	0.00058858	44.197	261.6	1.7	8
54800	0.00058168	43.633	261.32	1.7	8
54900	0.00057485	43.076	261.05	1.7	8
55000	0.0005681	42.525	260.77	1.7	8
55100	0.00056142	41.981	260.5	1.7	8
55200	0.00055481	41.443	260.22	1.7	8
55300	0.00054827	40.911	259.95	1.7	8
55400	0.00054181	40.386	259.67	1.7	8
55500	0.00053541	39.867	259.4	1.7	8
55600	0.00052908	39.354	259.12	1.7	8
55700	0.00052282	38.847	258.84	1.7	8
55800	0.00051663	38.346	258.57	1.7	8
